NRO;CAP_;CDL;CAT_;PREP_;LOGRADOURO;LOTE;REFERENCIA;PASSEIO;AREA_AZUL;OBSERVACAO;AV_STATUS;AV_SCORE;AV_SIDE;LATITUDE;LONGITUDE
216;2;7778145;AV;;BORGES DE MEDEIROS;612;;x;;;M;100;L;-30,03192824;-51,22777134
217;2;7778145;AV;;BORGES DE MEDEIROS;730;apos loja 16A, sob viaduto;;x;;M;100;L;-30,03300535;-51,22785162
218;2;7778145;AV;;BORGES DE MEDEIROS;731;apos loja 13A, sob viaduto;;;;M;100;R;-30,0329799;-51,22793299
219;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;385;;;;Deslocado para o n.ï¿½ ? - Estava em vaga de defici;M;100;R;-30,03244596;-51,22708841
220;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;427;;;;;M;100;R;-30,03271238;-51,2271116
221;2;7777121;R;;JERONIMO COELHO;295;;;;;M;100;R;-30,03262169;-51,22640904
222;2;7777121;R;;JERONIMO COELHO;363;;;;;M;100;R;-30,03265083;-51,22562518
223;3;7677040;R;;DUQUE DE CAXIAS;1641;;;;;M;100;R;-30,03259365;-51,22506083
224;3;7677040;R;;DUQUE DE CAXIAS;1743;;;;;M;100;R;-30,03230391;-51,22472531
225;3;7677040;R;;DUQUE DE CAXIAS;1583;;;;;M;100;R;-30,0331431;-51,22575568
226;3;7677040;R;;DUQUE DE CAXIAS;1515;;;;;M;100;R;-30,0334314;-51,22620504
227;3;7677040;R;;DUQUE DE CAXIAS;1443;;x;;;M;100;R;-30,03365656;-51,22687207
228;2;7878085;R;;MARECHAL FLORIANO PEIXOTO;521;;;;;M;100;R;-30,03374087;-51,2271983
229;2;7878085;R;;MARECHAL FLORIANO PEIXOTO;611;;;;;M;100;R;-30,03454317;-51,22726865
230;3;7677040;R;;DUQUE DE CAXIAS;1379;;;;;M;100;R;-30,03371369;-51,22757931
231;3;7677040;R;;DUQUE DE CAXIAS;1261;Lado oposto 1262;;x;;M;100;R;-30,03361302;-51,22876399
232;3;7677040;R;;DUQUE DE CAXIAS;1205;;;x;;M;100;R;-30,03355647;-51,22942595
233;2;7777097;PCA;;MARECHAL DEODORO;185;Lado oposto 174;;;;U;0;;;
234;2;7777105;R;;ESPIRITO SANTO;61;Lado oposto 60;;;;M;100;R;-30,03409716;-51,22979052
235;2;7677040;R;;DUQUE DE CAXIAS;1005;;;;;M;100;R;-30,03338526;-51,23157871
236;3;7677040;R;;DUQUE DE CAXIAS;925;;;;;M;100;R;-30,03333095;-51,23242287
237;2;7777113;R;;GEN AUTO;69;Lado oposto 68;;;;M;100;R;-30,0340579;-51,23170018
238;2;7777113;R;;GEN AUTO;157;;;;;M;100;R;-30,03492336;-51,23177502
239;2;7777113;R;;GEN AUTO;224;;;;;M;100;L;-30,03545587;-51,23173899
240;2;7777196;R;;CEL FERNANDO MACHADO;632;Lado oposto 631;;;;M;100;L;-30,03506134;-51,23145706
241;3;7777196;R;;CEL FERNANDO MACHADO;762;Lado oposto 761;;;;M;100;L;-30,03500996;-51,22999885
242;2;7777105;R;;ESPIRITO SANTO;219;;;;;M;100;R;-30,0355006;-51,22994815
243;2;7777196;R;;CEL FERNANDO MACHADO;808;;;;;M;100;L;-30,0349922;-51,22955332
244;3;7777196;R;;CEL FERNANDO MACHADO;920;Lado oposto 919, est. Obliquo;;;;M;100;L;-30,03494467;-51,22842003
245;2;7778145;AV;;BORGES DE MEDEIROS;901;Loja 21, sob viaduto;;x;;M;100;R;-30,03448617;-51,22803635
246;2;7778145;AV;;BORGES DE MEDEIROS;902;Loja 22, sob viaduto;;x;;M;100;L;-30,03456018;-51,22795842
247;3;7778145;AV;;BORGES DE MEDEIROS;992;;;x;;M;100;L;-30,03534479;-51,22800797
248;3;7778145;AV;;BORGES DE MEDEIROS;993;;;x;;M;100;R;-30,0353556;-51,22809161
249;3;7777196;R;;CEL FERNANDO MACHADO;1008;;x;;;M;100;L;-30,03490871;-51,2275508
250;2;7878085;R;;MARECHAL FLORIANO PEIXOTO;721;;;;;M;100;R;-30,03535349;-51,22733451
251;2;7777196;R;;CEL FERNANDO MACHADO;1172;;;;;M;100;L;-30,03488299;-51,22694559
252;2;7777220;R;;CEL GENUINO;38;Lado oposto 37;;;;M;100;L;-30,03440466;-51,22601423
253;2;7777220;R;;CEL GENUINO;164;;;x;;M;100;L;-30,03541371;-51,22680437
254;3;7877228;R;;GEN LIMA E SILVA;120;;;;;M;100;L;-30,03535122;-51,22526941
255;2;7877228;R;;GEN LIMA E SILVA;80;;;;;M;100;L;-30,03498469;-51,22571456
256;3;7877129;AV;;DESEMBARGADOR ANDRE DA ROCHA;291;;;;;M;100;R;-30,03459888;-51,22548291
257;2;7877129;AV;;DESEMBARGADOR ANDRE DA ROCHA;258;;;;;M;100;L;-30,03431281;-51,22511982
258;3;7877129;AV;;DESEMBARGADOR ANDRE DA ROCHA;187;;;;;M;100;R;-30,03383506;-51,22479015
259;3;7877129;AV;;DESEMBARGADOR ANDRE DA ROCHA;99;;;;;M;100;R;-30,03304871;-51,22384013
260;3;7877129;AV;;DESEMBARGADOR ANDRE DA ROCHA;70;;;;;M;100;L;-30,0331359;-51,22382597
261;2;7877129;AV;;DESEMBARGADOR ANDRE DA ROCHA;168;;;;;M;100;L;-30,0336875;-51,22449364
262;2;7877103;R;;VINTE QUATRO DE MAIO;171;;;;;M;100;R;-30,03420681;-51,22440503
263;3;7877160;R;;AVAI;219;Estacion. obliquo;;;;M;100;R;-30,03548215;-51,22439916
264;2;7878168;R;;VOLUNTARIOS DA PATRIA;1486;Lado oposto 1485;x;;;M;100;L;-30,02107695;-51,2150044
265;2;7878168;R;;VOLUNTARIOS DA PATRIA;1370;;x;;;M;100;L;-30,02191477;-51,21544366
266;2;7978026;R;;COMENDADOR CORUJA;10;esq. Voluntarios;;;;M;100;L;-30,02273004;-51,21568169
267;2;7878168;R;;VOLUNTARIOS DA PATRIA;1180;Lado oposto 1185;x;;;M;100;L;-30,02337303;-51,216318
268;2;7878168;R;;VOLUNTARIOS DA PATRIA;1145;;x;;;M;100;R;-30,02368947;-51,21644124
269;2;7878291;R;;ERNESTO ALVES;47;;x;;;M;100;R;-30,02393655;-51,21598513
270;2;7878291;R;;ERNESTO ALVES;145;;x;;;M;100;R;-30,02470337;-51,21517993
271;2;7878267;AV;;FARRAPOS;440;frente ao posto de combust.;x;;;M;100;L;-30,02506916;-51,21517864
272;2;7878309;R;;GARIBALDI;520;Lado oposto 521;x;;;M;100;L;-30,02556964;-51,21646237
273;2;7878309;R;;GARIBALDI;436;;x;;;M;100;L;-30,02535249;-51,21685706
274;2;7878168;R;;VOLUNTARIOS DA PATRIA;978;Lado oposto 981;x;;;M;100;L;-30,02493741;-51,21741825
275;2;7878168;R;;VOLUNTARIOS DA PATRIA;1046;;x;;;M;100;L;-30,02434978;-51,21700401
276;3;7878176;LG;;VESPASIANO JULIO VEPPO;101;;x;;;M;100;R;-30,02380203;-51,218935
277;2;7878176;LG;;VESPASIANO JULIO VEPPO;111;esq. Com. alvaro Guaspari;x;;;M;100;R;-30,02374275;-51,21886392
278;2;7878259;R;DA;CONCEICAO;2;Sob o relogio;x;;;M;100;L;-30,02313472;-51,22108663
279;2;7878259;R;DA;CONCEICAO;127;frente a passarela;x;;;M;100;R;-30,02483793;-51,22007622
280;2;7878259;R;DA;CONCEICAO;35;entra. estac. Junto ao canteiro;;;;M;100;R;-30,02340343;-51,22074831
281;2;7878200;R;;CEL VICENTE;55;"Esq. Julio de Castilhos, ""ilha""";;;"Mantido em 21/06/11 e ""PE"" mas esta em uma ilha """;M;100;R;-30,02407033;-51,22182766
282;2;7878200;R;;CEL VICENTE  (Suprimido);15;Esq. Maua, PPE*;;;Suprimido em 21/06/11;M;100;R;-30,02376441;-51,22193097
283;2;7878226;R;;CARLOS CHAGAS;40;Lado oposto 55;x;;;U;0;;;
284;2;7878218;R;;CHAVES BARCELOS;10;esq. Maua;;;;M;100;L;-30,02459819;-51,22347376
285;2;7878218;R;;CHAVES BARCELOS;38;esq. Julio de castillhos;;;;M;100;L;-30,02516176;-51,22326835
286;3;7778129;AV;;JULIO DE CASTILHOS;349;;x;;;M;100;R;-30,0252366;-51,22330856
287;3;7778129;AV;;JULIO DE CASTILHOS;435;;;;;M;100;R;-30,02503481;-51,22290577
288;3;7778129;AV;;JULIO DE CASTILHOS;505;;;;;M;100;R;-30,02458811;-51,22197688
289;3;7778129;AV;;JULIO DE CASTILHOS;585;;;;;M;100;R;-30,02422642;-51,22123852
290;2;7878200;R;;CEL VICENTE;188;Canteiro central;x;;;M;100;L;-30,02510044;-51,22140313
291;2;7878242;R;;COMENDADOR MANOEL PEREIRA;167;;x;;;M;100;R;-30,02585801;-51,22088974
292;3;7878168;R;;VOLUNTARIOS DA PATRIA;633;;x;;;M;100;R;-30,02665039;-51,22025075
293;3;7878200;R;;CEL VICENTE;345;esq. Voluntarios;x;;;M;100;R;-30,02654073;-51,22102744
294;2;7878242;R;;COMENDADOR MANOEL PEREIRA;55;;x;;;M;100;R;-30,02611398;-51,22192756
295;2;7878218;R;;CHAVES BARCELOS;204;Lado oposto 203;x;;;U;0;;;
296;3;7878168;R;;VOLUNTARIOS DA PATRIA;364;Lado oposto loja torra-torra;x;;;M;100;L;-30,02667299;-51,22294029
297;3;7878168;R;;VOLUNTARIOS DA PATRIA;436;;x;;;M;100;L;-30,02659946;-51,22231869
298;3;7878192;R;;PINTO BANDEIRA;322;;;;;M;100;L;-30,02718088;-51,22242757
299;3;7878192;R;;PINTO BANDEIRA;376;;;x;;M;100;L;-30,02783471;-51,22238205
300;3;7878275;AV;;ALBERTO BINS;410;;;x;;M;100;L;-30,02808217;-51,22244068
301;3;7878275;AV;;ALBERTO BINS;348;;;;;M;100;L;-30,02812888;-51,22317472
302;3;7878275;AV;;ALBERTO BINS;460;;;;;M;100;L;-30,02806159;-51,22206075
303;3;7878275;AV;;ALBERTO BINS;554;;;;;M;100;L;-30,02800224;-51,22094596
304;3;7878200;R;;CEL VICENTE;451;;;;;M;100;R;-30,02781752;-51,22095566
305;3;7878200;R;;CEL VICENTE;381;Lado oposto 382;;;;M;100;R;-30,02689484;-51,22099024
306;3;7878168;R;;VOLUNTARIOS DA PATRIA;607;;x;;;M;100;R;-30,02665299;-51,22052499
307;3;7878275;AV;;ALBERTO BINS;710;sob elevada;;;;U;0;;;
308;2;7878275;AV;;ALBERTO BINS;680;Lado oposto entr. Capatazia;;;;U;0;;;
309;3;7878275;AV;;ALBERTO BINS;600;;;x;;M;100;L;-30,02797478;-51,22043521
310;3;7878275;AV;;ALBERTO BINS;681;Na capatazia DMLU;x;;;M;100;R;-30,02801482;-51,21983536
311;3;7878275;AV;;ALBERTO BINS;683;Na capatazia DMLU;x;;;M;100;R;-30,02801389;-51,21981804
312;3;7878275;AV;;ALBERTO BINS;792;;;x;;M;100;L;-30,02786135;-51,21852402
313;3;7878275;AV;;ALBERTO BINS;882;;;;;M;100;L;-30,02779429;-51,21762717
314;2;7878283;R;;DR BARROS CASSAL;221;;x;;;M;100;R;-30,02772236;-51,21731716
315;2;7878267;AV;;FARRAPOS;187;;x;;Alt. em 21/06/11 via para passeio (PE) desloc 4m;M;100;R;-30,02659274;-51,21734924
316;2;7878283;R;;DR BARROS CASSAL;12;;x;;;M;100;L;-30,02572248;-51,21791943
317;2;7878168;R;;VOLUNTARIOS DA PATRIA;799;Lado oposto 789;x;;;M;100;R;-30,02627981;-51,21893333
318;2;7878259;R;DA;CONCEICAO;376;;x;;;M;100;L;-30,02712581;-51,2197404
319;2;7878267;AV;;FARRAPOS (Suprimido);93;;;;Suprimido em 21/06/11;M;100;R;-30,02662878;-51,21837476
320;2;7878267;AV;;FARRAPOS;104;;;;Alterado em 21/06/11. Era PE mas atualmente e E p;M;100;L;-30,02655207;-51,21824719
321;2;7878267;AV;;FARRAPOS;146;;;;;M;100;L;-30,02653597;-51,21778898
322;3;7878267;AV;;FARRAPOS;312;;;;;M;100;L;-30,02621801;-51,21679205
323;2;7878267;AV;;FARRAPOS;265;frente ao posto de combust.;x;;;M;100;R;-30,02631919;-51,21681376
324;2;7878267;AV;;FARRAPOS;361;frente ao posto de combust.;x;;;M;100;R;-30,02559262;-51,21571135
325;2;7878267;AV;;FARRAPOS;491;;x;;;M;100;R;-30,02522046;-51,21524111
326;2;7978042;R;;SANTO ANTONIO;73;;;;;M;100;R;-30,02602501;-51,21501834
327;3;7978018;AV;;CRISTOVAO COLOMBO;274;;;;;M;100;L;-30,02698236;-51,21482945
328;2;7878309;R;;GARIBALDI;670;Lado oposto 659;x;;;M;100;L;-30,02652104;-51,21560116
329;2;7978018;AV;;CRISTOVAO COLOMBO;200;;x;;;M;100;L;-30,02743471;-51,21539244
330;2;7878275;AV;;ALBERTO BINS;998;;;;;M;100;L;-30,0277051;-51,21638599
331;2;7878283;R;;DR BARROS CASSAL;315;;x;;;M;100;R;-30,02836614;-51,21731822
332;2;7978018;AV;;CRISTOVAO COLOMBO;50;;;;;M;100;L;-30,02830071;-51,21681842
333;2;7878309;R;;GARIBALDI;788;;x;;;M;100;L;-30,02752865;-51,21507893
334;3;7878309;R;;GARIBALDI;880;;x;;;M;100;L;-30,02847207;-51,21505109
335;2;7877376;AV;;INDEPENDENCIA;592;;x;;;M;100;L;-30,0292988;-51,21521907
336;2;7877376;AV;;INDEPENDENCIA;498;;x;;;M;100;L;-30,02929086;-51,21631997
337;2;7877376;AV;;INDEPENDENCIA;392;;x;;;M;100;L;-30,02935149;-51,21749586
338;2;7877376;AV;;INDEPENDENCIA;270;;x;;;M;100;L;-30,02943295;-51,2189108
339;2;7877376;AV;;INDEPENDENCIA;200;sobre o tunel;x;;;U;0;;;
340;2;7877376;AV;;INDEPENDENCIA;98;;x;;;M;100;L;-30,02950971;-51,22066135
341;3;7878200;R;;CEL VICENTE;573;;;x;;M;100;R;-30,02882816;-51,22091516
342;2;7878200;R;;CEL VICENTE;515;;;x;;M;100;R;-30,02820449;-51,2209406
343;2;7878192;R;;PINTO BANDEIRA;472;Lado oposto 471;x;;;M;100;L;-30,02854255;-51,22233209
344;2;7878192;R;;PINTO BANDEIRA;540;Lado oposto 535;x;;;M;100;L;-30,02912079;-51,22229091
345;2;7877376;AV;;INDEPENDENCIA;20;Ao lado do 30;x;;;M;100;L;-30,02955257;-51,22150133
346;2;7877319;PCA;;DOM FELICIANO;38;Lado oposto 39;x;;;M;100;L;-30,02998879;-51,22313714
347;2;7877061;R;;PROF ANNES DIAS;108;;x;;;M;100;L;-30,03061479;-51,22337668
348;3;7878143;R;;SENHOR DOS PASSOS;251;;;;Container substituido - incendiado em 24 ou 25/07;M;100;R;-30,02952289;-51,22331818
349;3;7877376;AV;;INDEPENDENCIA;363;;x;;;M;100;R;-30,02943406;-51,21767233
350;3;7877376;AV;;INDEPENDENCIA;489;;x;;;M;100;R;-30,029366;-51,21637684
351;3;7977036;R;;TOMAZ FLORES;50;;;;;M;100;L;-30,02980835;-51,21588256
352;3;7878309;R;;GARIBALDI;1080;;x;;;M;100;L;-30,03020085;-51,21508688
353;2;7877368;R;;IRMAO JOSE OTAO;356;Lado oposto 355;;;;M;100;L;-30,0310055;-51,21508842
354;2;7878309;R;;GARIBALDI;1200;Ao lado do 1212;x;;;U;0;;;
355;2;7977036;R;;TOMAZ FLORES;192;;;;;M;100;L;-30,03107099;-51,21597393
356;2;7877368;R;;IRMAO JOSE OTAO;296;frente ao estacionamento;;;;M;100;L;-30,03087199;-51,2156511
357;2;7977036;R;;TOMAZ FLORES;92;;;;;M;100;L;-30,03021322;-51,21591154
358;2;7877368;R;;IRMAO JOSE OTAO;180;;;;;M;100;L;-30,03063897;-51,21669369
359;3;7878283;R;;DR BARROS CASSAL;607;;;;;M;100;R;-30,03101732;-51,2173221
360;2;7877368;R;;IRMAO JOSE OTAO;100;Lado oposto estacionamento;;;;M;100;L;-30,03047735;-51,2173994
361;2;7878283;R;;DR BARROS CASSAL;505;;x;;;M;100;R;-30,02990255;-51,21732429
362;3;7877079;R;;GEN VITORINO;305;;;x;;M;100;R;-30,03053943;-51,22355536
363;3;7877319;PCA;;DOM FELICIANO;16;Lado oposto 17;x;;;M;100;L;-30,03024488;-51,22307587
364;2;7878267;AV;;FARRAPOS;558;;x;;;M;100;L;-30,02464264;-51,21471296
365;2;7878267;AV;;FARRAPOS;654;;x;;;M;100;L;-30,0239683;-51,21404137
366;2;7978026;R;;COMENDADOR CORUJA;131;;;;;M;100;R;-30,02346129;-51,21453528
367;2;7878267;AV;;FARRAPOS;720;ao Lado 732, Lado oposto Hyundai;x;;;M;100;L;-30,02366935;-51,21374672
368;2;7978034;R;;PELOTAS;215;;;;;M;100;R;-30,02290604;-51,21306854
369;2;7878267;AV;;FARRAPOS;858;frente ao posto de combust.;x;;;M;100;L;-30,02251285;-51,21260732
370;3;7978125;R;;RAMIRO BARCELOS;256;;;;;M;100;L;-30,02221872;-51,21229457
371;3;7978125;R;;RAMIRO BARCELOS;196;;;;;M;100;L;-30,02179596;-51,21278932
372;3;7978125;R;;RAMIRO BARCELOS;44;;x;;;M;100;L;-30,02080878;-51,21423368
373;3;7978125;R;;RAMIRO BARCELOS;344;;x;;;M;100;L;-30,02244022;-51,21205218
374;3;7978125;R;;RAMIRO BARCELOS;312;Lado oposto 311;x;;Alt. em 21/06/11 da Farrapos nro 859 para R. Barc;U;0;;;
375;2;7978034;R;;PELOTAS;349;;;;;M;100;R;-30,0237375;-51,21216845
376;2;7978034;R;;PELOTAS;279;;x;;Alterado em 21/06/11 da Farrapos numero 765 para;M;100;R;-30,02311556;-51,21284518
377;2;7878267;AV;;FARRAPOS;661;;x;;;M;100;R;-30,0240781;-51,21404098
378;2;7978026;R;;COMENDADOR CORUJA;276;;;;;M;100;L;-30,02409526;-51,21369742
379;2;7878267;AV;;FARRAPOS;665;;x;;;M;100;R;-30,02404819;-51,2140112
380;2;7878291;R;;ERNESTO ALVES;239;;;;;M;100;R;-30,0251314;-51,21473093
381;2;7878291;R;;ERNESTO ALVES;313;;;;;M;100;R;-30,02571561;-51,21411878
382;2;7978018;AV;;CRISTOVAO COLOMBO;356;;x;;;M;100;L;-30,02661933;-51,21432651
383;2;7978042;R;;SANTO ANTONIO;215;Lado oposto 214;x;;;M;100;R;-30,02696813;-51,21451345
384;2;7978018;AV;;CRISTOVAO COLOMBO;351;;x;;;M;100;R;-30,02665034;-51,21423515
385;2;7978018;AV;;CRISTOVAO COLOMBO;394;;x;;;M;100;L;-30,02628897;-51,21381236
386;2;7978018;AV;;CRISTOVAO COLOMBO;462;;x;;;M;100;L;-30,02594955;-51,21328996
387;3;7978026;R;;COMENDADOR CORUJA;420;;;;;M;100;L;-30,02466696;-51,21306247
388;2;7978018;AV;;CRISTOVAO COLOMBO;616;;x;;;M;100;L;-30,02498715;-51,21180899
389;3;7978034;R;;PELOTAS;445;;;;;M;100;R;-30,02433288;-51,21150455
390;2;7978034;R;;PELOTAS;411;;;;;M;100;R;-30,02412202;-51,21173968
391;2;7978018;AV;;CRISTOVAO COLOMBO;772;;x;;;M;100;L;-30,02410003;-51,21069619
392;3;7978125;R;;RAMIRO BARCELOS;484;;;;;M;100;L;-30,02369202;-51,21066083
393;3;7978018;AV;;CRISTOVAO COLOMBO;791;Lado oposto 786;x;;;U;0;;;
394;2;7978125;R;;RAMIRO BARCELOS;606;Lado oposto 605;x;;;M;100;L;-30,02434864;-51,21022963
395;2;7978125;R;;RAMIRO BARCELOS;748;;x;;;M;100;L;-30,02568809;-51,20969504
396;2;7978125;R;;RAMIRO BARCELOS;816;;x;;;M;100;L;-30,02609785;-51,20953513
397;2;7978125;R;;RAMIRO BARCELOS;910;frente ao Hospital;x;;;M;100;L;-30,02707089;-51,20915662
398;2;7978125;R;;RAMIRO BARCELOS;966;Lado oposto 965;;;;M;100;L;-30,02764921;-51,20893562
399;2;7978125;R;;RAMIRO BARCELOS;1042;;x;;;M;100;L;-30,0283368;-51,20868666
400;2;7978125;R;;RAMIRO BARCELOS;1090;;x;;;M;100;L;-30,02870339;-51,20856096
401;3;7978083;R;;ANDRE PUENTE;460;;;;;M;100;L;-30,02799829;-51,20911274
402;3;7978083;R;;ANDRE PUENTE;382;;;;;M;100;L;-30,02812215;-51,21002793
403;3;7978117;R;;PINHEIRO MACHADO;243;;;;;M;100;R;-30,02869576;-51,21077981
404;3;7978083;R;;ANDRE PUENTE;266;;;;;M;100;L;-30,0282704;-51,21112211
405;2;7978117;R;;PINHEIRO MACHADO;260;Lado oposto 159;;;;M;100;L;-30,02879005;-51,21067721
406;3;7978109;R;;GONCALO DE CARVALHO;402;;;;;M;100;L;-30,02702393;-51,21011102
407;3;7978067;R;;TIRADENTES;143;Lado oposto 142;;;;U;0;;;
408;2;7978067;R;;TIRADENTES;19;;;;;M;100;R;-30,0261959;-51,2109266
409;2;7978117;R;;PINHEIRO MACHADO;40;;;;;M;100;L;-30,02698982;-51,21099756
410;3;7978109;R;;GONCALO DE CARVALHO;270;Lado oposto 271;;;;M;100;L;-30,02728664;-51,2112416
411;3;7978109;R;;GONCALO DE CARVALHO;210;Lado oposto 209;;;;M;100;L;-30,02737073;-51,21160032
412;3;7978109;R;;GONCALO DE CARVALHO;120;Lado oposto 119;;;;M;100;L;-30,02749687;-51,21213842
413;3;7978109;R;;GONCALO DE CARVALHO;22;;;;;M;100;L;-30,02781597;-51,21353933
414;3;7978042;R;;SANTO ANTONIO;325;;;;;M;100;R;-30,02796551;-51,2142752
415;2;7978042;R;;SANTO ANTONIO;421;;x;;;M;100;R;-30,02908074;-51,21400434
416;3;7978083;R;;ANDRE PUENTE;12;;;;;M;100;L;-30,0286598;-51,21390523
417;2;7978083;R;;ANDRE PUENTE;136;;;;;M;100;L;-30,02846098;-51,21251607
418;3;7978083;R;;ANDRE PUENTE;200;;;;;M;100;L;-30,028385;-51,21196524
419;2;7978091;R;;BENJAMIM FLORES;38;Lado oposto 37;;;;M;100;L;-30,02795422;-51,21244826
420;3;7877376;AV;;INDEPENDENCIA;1138;;x;;;M;100;L;-30,0290639;-51,20953092
421;3;7877376;AV;;INDEPENDENCIA;1060;esq. Pinheiro Machado;x;;;M;100;L;-30,02919877;-51,21054599
422;2;7877376;AV;;INDEPENDENCIA;986;;x;;;M;100;L;-30,02927004;-51,21104606
423;2;7877376;AV;;INDEPENDENCIA;900;;x;;;M;100;L;-30,02939484;-51,21201851
424;3;7877376;AV;;INDEPENDENCIA;802;;x;;;M;100;L;-30,02937004;-51,21315734
425;3;7877376;AV;;INDEPENDENCIA;680;;x;;;M;100;L;-30,0293272;-51,21447515
426;2;7877376;AV;;INDEPENDENCIA;655;Lado oposto 654;x;;;M;100;R;-30,0293877;-51,21479582
427;2;7877376;AV;;INDEPENDENCIA;715;;x;;Alterado em 21/06/11 da Santo Antonio nro 505 par;M;100;R;-30,02940836;-51,21423135
428;3;7877376;AV;;INDEPENDENCIA;779;;;;;M;100;R;-30,02943275;-51,21347768
429;2;7877376;AV;;INDEPENDENCIA;901;;x;;;M;100;R;-30,02946425;-51,21192653
